,ID,Marking,Finishing,Aggression,GKPositioning,BallControl,SprintSpeed,GKDiving,Jumping,Penalties,Stamina,StandingTackle,Agility,HeadingAccuracy,Reactions,LongPassing,Strength,ShotPower,Vision,GKHandling,Age,Dribbling,Name,Volleys,LongShots,Positioning,SlidingTackle,Interceptions,Acceleration,Balance,ShortPassing,Composure,Crossing,GKKicking,Overall,GKReflexes,Curve
12534,237650,59,29,48,13,62,71,7,63,33,66,65,69,45,64,25,48,24,35,7,22,57,Julián Pretel,25,24,49,63,59,77,69,46,35,53,12,62,8,32
12536,237640,56,54,60,7,66,75,14,59,47,58,57,55,48,48,66,55,57,59,6,18,67,Nedim Bajrami,48,43,60,55,39,73,68,72,69,55,10,62,9,57
12541,237542,20,68,42,11,58,75,7,70,71,60,19,62,64,54,36,56,64,54,14,26,57,Gustavo Páez,54,67,54,27,19,76,72,52,56,35,9,62,10,48
12545,237419,7,8,26,58,15,22,63,52,11,21,14,44,13,58,18,63,14,44,60,23,7,Amir Abedzadeh,6,5,6,14,14,22,36,24,34,12,59,62,63,13
12546,237403,17,64,28,6,58,58,15,69,64,56,11,47,72,51,25,79,69,38,12,22,43,Joseph Cox,53,58,67,16,18,42,56,42,48,33,11,62,10,32
12548,237374,60,33,58,10,51,77,10,61,39,60,72,63,50,56,30,55,30,43,9,22,59,Onur Atasayar,33,35,45,65,62,78,60,34,50,58,7,62,8,33
12550,237184,52,54,59,11,54,70,13,60,39,58,47,63,50,60,66,51,50,62,12,19,57,Keidi Bare,32,52,64,49,52,69,74,70,42,37,11,62,13,39
12552,237177,64,42,67,8,66,60,9,66,45,49,59,57,44,57,62,74,47,42,8,24,62,Freddy Flórez,29,34,39,56,61,72,77,65,57,47,7,62,13,39
12564,236837,17,67,30,6,63,72,13,41,51,42,25,62,50,53,35,53,62,56,12,18,68,Nicolás Schiappacasse,41,69,59,23,21,64,65,54,49,53,11,62,14,43
12567,236649,9,14,20,61,36,46,63,69,24,27,15,37,17,54,36,35,39,42,59,20,13,Yanick van Osch,10,12,8,13,14,39,47,32,37,13,57,62,67,12
12569,236610,14,66,43,7,63,69,13,69,65,55,17,65,54,56,51,64,62,51,8,17,60,Moise Kean,50,58,61,16,21,69,63,56,58,49,10,62,9,56
12572,236537,60,33,45,10,59,63,8,55,52,67,63,61,55,51,58,51,58,50,14,18,60,Gerardo Arteaga,38,39,57,61,62,62,83,62,48,65,6,62,6,45
12574,236461,21,63,63,13,56,66,8,71,61,57,26,55,74,52,30,78,63,52,8,19,52,Jean-Philippe Mateta,56,55,58,22,14,65,43,50,54,31,7,62,11,42
12576,236394,68,32,64,12,52,62,7,62,37,55,69,59,55,58,43,74,47,46,14,21,54,Stanely Amuzie,36,38,46,66,64,66,51,42,54,60,10,62,12,39
12577,236391,18,64,38,13,62,79,13,62,64,59,16,59,51,60,51,39,61,53,5,18,67,Giovanni,62,59,57,17,12,77,90,59,51,56,9,62,13,42
12585,235971,38,46,42,8,68,59,7,64,44,65,48,70,36,53,64,53,54,61,10,23,58,Pablo Larrea,34,57,49,44,54,65,75,68,39,46,13,62,12,57
12586,235948,22,65,54,15,63,59,12,61,57,52,24,53,64,62,42,73,67,68,8,26,60,Gary Martin,46,57,59,20,24,64,67,59,60,34,7,64,7,30
12589,235899,57,25,64,10,57,76,6,66,36,69,63,63,52,63,40,55,35,33,5,19,48,Deyovaisio Zeefuik,28,29,36,62,52,79,75,55,41,57,6,62,10,33
12590,235842,22,74,32,7,68,55,14,65,69,55,19,65,62,52,36,55,57,45,10,17,62,Andrea Pinamonti,43,60,59,19,16,55,65,53,51,40,15,62,11,43
12592,235754,49,53,62,10,66,73,7,61,60,71,54,77,48,55,54,58,64,51,9,24,69,Borja Herrera,48,62,53,59,58,76,72,58,60,70,9,62,11,63
12593,235740,7,8,19,65,11,33,58,31,15,29,13,38,11,48,26,58,23,38,57,24,7,Alberto Paleari,12,7,8,12,11,26,22,28,29,14,65,62,69,10
12595,235656,57,53,65,5,60,68,6,62,35,74,56,75,44,56,61,54,58,61,6,22,61,Waleed Hezam Al Anazi,37,61,58,49,53,62,76,66,53,57,6,62,14,54
12599,235597,17,15,19,65,13,23,64,64,16,20,10,35,12,50,25,38,15,46,58,27,16,Mazyad Fraih Al Anazi,17,19,15,10,12,25,42,24,38,14,53,62,66,14
12601,235450,19,45,53,12,67,72,12,51,45,57,27,79,30,55,57,42,55,59,11,17,69,Domingos Quina,46,56,51,24,26,70,77,59,59,54,8,62,6,58
12608,235312,11,11,23,64,10,49,59,68,20,30,10,44,12,61,28,58,21,32,58,22,9,Alfonso Herrero,12,9,12,15,22,38,57,25,34,15,53,62,63,22
12612,235183,5,9,16,63,15,24,64,56,17,40,11,37,11,40,16,38,19,32,63,20,9,Carlos Acevedo,6,9,6,12,14,21,43,23,25,10,64,62,64,14
12616,235103,14,43,31,7,63,79,15,75,40,61,17,83,32,63,47,56,56,48,8,21,71,Nana Opoku Ampomah,37,46,49,16,18,85,76,56,54,52,9,62,10,41
12620,235022,44,52,48,7,63,63,6,54,55,53,46,53,48,54,66,68,76,68,11,19,63,Niklas Schmidt,55,65,50,55,32,58,68,67,64,53,14,62,10,59
12622,234989,63,30,58,13,44,60,10,58,30,58,69,54,55,55,58,45,37,41,12,25,62,Amedeo Benedetti,33,34,45,69,64,63,78,55,50,62,15,62,9,45
12623,234857,50,52,55,7,68,68,6,52,52,50,50,77,53,61,65,63,63,59,14,18,72,Ivan Oblyakov,48,65,55,52,50,65,77,64,66,60,5,62,12,58
12625,234826,16,66,48,7,57,69,11,67,64,56,14,61,59,65,43,57,56,52,11,19,56,Toni Martínez,55,55,64,23,18,70,65,51,55,42,12,62,9,47
12626,234824,21,58,55,8,59,78,14,59,68,62,20,73,50,63,37,58,72,54,7,20,65,Yoane Wissa,48,51,61,14,10,77,64,51,50,44,6,62,15,41
12628,234788,60,22,61,13,39,57,9,71,46,58,64,44,61,52,38,62,41,34,9,20,44,Eliseo Falcón,29,29,30,72,61,55,65,55,48,33,10,62,13,30
12631,234747,64,23,44,14,55,57,14,57,39,64,66,61,62,64,53,62,39,33,12,22,41,Przemysław Szymiński,28,29,42,63,63,61,60,56,64,48,6,62,13,35
12632,234735,6,8,20,64,16,22,64,30,14,27,10,41,10,46,15,69,21,30,62,24,7,Aleksandar Jovanović,6,8,6,10,8,22,28,22,32,14,63,62,60,11
12634,234710,43,62,84,12,64,82,11,63,59,67,43,68,65,54,54,58,50,57,6,20,61,Didier Lamkel Zé,59,54,54,28,43,79,45,62,48,58,12,62,13,59
12635,234679,65,23,55,13,60,59,12,70,46,60,61,53,59,51,44,68,48,29,13,20,31,Philippe Sandler,28,20,32,64,61,63,60,49,44,32,15,62,11,49
12640,234458,62,22,64,12,46,49,8,65,43,56,66,48,56,45,36,81,41,28,12,29,40,Carlos Quintana,31,25,36,68,57,50,46,38,44,35,7,62,12,30
12643,234239,38,61,57,9,64,72,13,48,40,53,44,85,32,54,62,38,59,59,7,20,62,Gauthier Hein,47,63,60,46,39,70,87,66,53,45,5,62,15,58
12644,234223,57,36,66,11,60,68,7,74,41,60,64,69,52,60,59,50,58,55,14,21,56,Leandro Maciel,34,46,35,67,60,73,78,66,52,50,7,62,14,40
12645,234162,49,39,60,7,62,55,7,61,43,66,59,74,53,59,63,56,48,63,13,20,60,Benedikt Kirsch,33,44,47,58,61,59,75,67,50,45,10,62,12,41
12646,234152,23,49,45,10,70,60,15,49,52,51,31,66,38,59,56,48,65,58,6,20,70,Sito,47,60,57,47,34,61,66,58,44,64,14,62,13,66
12649,233969,65,26,58,12,47,77,8,68,45,60,65,50,53,54,43,68,46,36,8,21,53,Fynn Arkenberg,24,25,38,64,57,78,52,53,50,54,12,62,6,39
12652,233728,64,21,63,9,52,68,12,75,44,59,63,65,56,59,41,72,56,32,7,18,32,Mamadou Doucouré,31,28,29,61,56,65,72,48,45,32,6,62,6,30
12655,233487,57,50,68,8,66,78,12,51,44,64,57,70,44,57,57,50,50,62,9,18,65,Riley McGree,40,52,59,52,58,77,71,62,66,53,5,62,13,49
12656,233478,40,52,52,11,62,68,14,56,48,34,48,67,55,66,66,47,51,66,6,22,61,Miha Zajc,43,50,73,52,39,66,72,70,75,51,13,62,5,52
12659,233386,14,66,28,10,63,77,6,64,60,52,19,65,62,52,40,67,54,52,6,19,60,Paolo Yrizar,46,54,59,16,15,73,62,49,48,36,5,62,14,40
12660,233314,57,46,60,15,62,66,15,70,54,65,62,64,53,58,62,69,59,52,6,21,60,Russell Canouse,49,53,52,56,56,68,69,65,49,52,10,62,13,41
12661,233276,33,60,38,8,65,76,12,49,53,63,38,80,50,60,62,39,56,65,12,17,66,Andre Dozzell,52,61,63,38,39,77,81,67,65,62,14,62,6,53
12664,233125,26,56,39,10,73,66,14,54,48,54,22,77,40,51,55,39,64,51,15,21,69,Marcel Hartel,59,46,50,22,24,74,75,62,49,54,8,62,12,57
12665,233088,7,7,18,64,17,28,63,51,11,28,14,34,10,62,22,51,21,36,55,23,9,Gonzalo Rehak,9,9,7,11,10,30,38,26,26,11,55,62,61,13
12670,232977,59,33,58,13,47,66,13,59,43,60,63,60,63,58,47,70,37,39,13,26,41,Ryo Shinzato,34,35,36,59,59,66,57,56,52,49,9,62,12,38
12672,232963,21,60,59,7,65,86,10,68,58,71,22,88,47,57,34,61,50,48,13,22,70,Takeshi Kanamori,57,47,59,38,19,89,76,59,60,55,13,62,10,51
12677,232876,56,27,59,13,56,67,7,70,35,69,66,56,44,56,56,59,34,32,11,23,48,Yukitoshi Ito,28,26,47,62,60,65,72,61,47,64,11,62,9,42
12679,232862,39,50,52,8,62,73,7,87,48,65,41,90,42,59,56,41,74,60,10,22,59,Shoya Nakajima,72,56,61,36,43,76,90,59,57,60,10,62,6,44
12680,232820,40,40,44,14,65,74,13,63,52,57,59,71,44,59,63,78,52,62,12,27,67,Kosuke Yamamoto,45,59,49,56,45,67,61,65,65,59,8,62,5,56
12687,232733,54,44,52,8,66,74,14,65,39,73,54,56,45,62,58,51,52,64,14,24,60,Akito Fukuta,44,46,51,49,57,77,82,63,42,46,6,62,6,41
12689,232686,66,21,59,6,49,73,14,80,34,66,64,75,62,54,52,71,31,32,7,27,46,Nagisa Sakurauchi,45,26,36,60,58,66,69,56,57,64,6,62,11,29
12690,232678,9,9,14,64,13,28,67,43,12,20,11,35,11,49,25,44,12,24,62,20,11,Ko Shimura,6,7,9,10,5,21,34,23,32,11,55,62,59,10
12695,232567,58,18,45,7,49,59,6,81,36,64,67,71,63,49,30,72,33,32,13,27,36,Kazunari Ono,25,21,47,65,57,61,64,57,47,22,12,62,7,25
12696,232560,8,6,17,72,13,12,54,15,17,14,12,21,13,62,22,68,17,43,60,29,7,Kazushige Kirihata,7,8,5,11,13,13,18,24,48,13,67,62,54,11
12699,232445,67,41,58,15,51,55,8,65,40,60,67,45,60,55,48,70,55,35,8,24,47,Salvatore Monaco,46,44,30,69,61,60,55,55,49,41,9,64,6,46
12700,232444,65,31,58,10,55,65,11,60,46,56,70,62,52,54,40,59,34,45,9,23,62,Nicola Falasco,33,34,50,70,61,67,68,50,45,58,9,62,14,41
12701,232439,52,50,58,13,64,72,11,63,54,67,53,60,57,61,63,57,60,61,7,21,57,Luca Vignali,43,55,60,56,60,72,65,62,50,65,8,62,9,54
12702,232429,20,66,67,9,62,62,6,72,60,73,32,65,68,49,34,79,58,45,13,27,57,Kengo Kawamata,52,54,62,36,20,61,55,51,60,32,12,62,11,31
12705,232405,58,45,55,10,54,66,8,82,43,86,61,63,49,56,58,53,42,61,14,20,51,Yhorman Hurtado,32,44,51,57,66,66,86,64,53,71,13,62,12,38
12706,232379,25,60,48,11,58,56,14,69,67,61,26,74,59,61,61,39,69,56,9,32,59,Naoki Ishihara,62,63,69,29,32,69,78,63,47,37,11,62,8,51
12708,232293,17,66,43,9,57,76,14,75,65,59,23,68,63,56,29,66,65,49,14,18,60,Victor Osimhen,59,55,57,20,19,74,69,49,55,41,10,62,6,59
12710,232175,36,53,39,11,63,71,7,57,58,67,33,81,36,51,55,54,56,53,13,23,67,Dzenis Kozica,49,49,53,35,29,76,72,63,56,58,8,62,6,57
12711,232156,55,44,48,11,70,79,5,64,41,64,46,69,56,53,51,65,42,57,9,20,64,Mathias Honsak,38,31,53,50,48,77,51,60,43,56,7,62,12,50
12712,232148,18,58,65,8,55,76,11,68,59,70,19,56,65,60,43,57,64,49,6,20,52,Dániel Sallói,59,56,67,16,26,68,59,46,60,44,6,62,9,37
12713,232144,58,26,66,9,59,64,6,68,38,56,61,59,56,56,54,71,62,42,10,19,40,Felix Uduokhai,18,35,30,59,60,61,60,51,58,35,10,62,14,34
12718,232017,60,20,62,12,55,55,15,65,39,63,64,44,55,48,54,81,39,27,6,23,45,Tony Alfaro,23,18,20,58,55,55,59,58,40,28,7,62,8,24
12719,231966,62,32,52,12,62,80,14,76,40,68,63,80,46,47,51,73,40,52,6,28,58,Ken Kallaste,45,35,44,65,62,81,66,53,40,44,8,62,7,35
12721,231874,56,29,64,12,60,64,5,66,49,55,66,65,54,57,42,70,45,44,15,20,62,Jannes Horn,36,32,46,66,58,63,55,61,40,65,6,62,10,53
12723,231838,59,32,58,14,50,67,13,67,42,74,62,68,62,55,55,71,48,49,13,19,44,Maximilian Wöber,34,31,43,58,64,64,77,57,47,43,14,62,8,42
12725,231749,58,25,50,12,55,68,10,61,35,63,65,64,54,59,46,54,26,42,9,21,52,Miguelón,28,29,52,60,62,72,62,55,45,64,11,62,12,31
12729,231685,57,33,52,6,59,71,11,61,45,65,59,65,55,60,48,62,31,41,10,18,62,Ronaël Pierre-Gabriel,29,28,50,60,59,70,71,56,34,64,10,62,10,38
12730,231661,64,46,74,6,58,57,13,67,37,63,60,64,59,55,50,76,47,53,13,22,51,Moataz Tombakti,40,49,47,63,60,55,82,65,50,37,7,62,7,37
12734,231488,18,54,60,13,65,85,11,56,45,60,29,76,41,55,34,72,58,52,14,25,70,Michael Omoh,47,50,53,23,27,92,72,52,61,54,14,62,8,59
12736,231318,43,52,49,11,63,64,6,52,53,47,54,75,50,55,71,40,69,60,7,19,60,Romain Perraud,49,65,51,58,29,63,82,73,59,59,10,62,13,66
12738,231264,41,51,34,13,60,65,10,45,50,54,45,61,54,59,62,67,57,58,6,20,63,Thomas Rodríguez,42,45,65,40,28,66,60,65,50,54,6,62,8,55
12741,231050,16,68,38,9,65,72,7,69,68,55,17,66,64,55,40,54,64,57,11,21,66,Jaime Báez,48,60,65,15,12,75,65,54,53,40,7,62,11,50
12742,231044,46,49,54,5,57,76,14,58,45,54,57,79,51,57,66,58,53,67,13,20,52,Joe Aribo,40,41,59,55,40,76,60,68,60,50,11,62,7,61
12746,230888,50,46,58,12,66,66,10,55,46,68,47,54,45,55,65,50,52,61,15,18,63,Aiden O'Neill,41,44,53,49,53,63,70,71,73,35,7,62,9,44
12748,230876,50,49,55,7,66,60,15,72,47,66,57,58,44,52,63,62,54,62,6,19,61,Matt Butcher,36,47,53,48,62,62,60,64,48,48,7,62,12,37
12751,239335,58,42,58,13,58,63,15,60,41,57,69,60,50,54,30,61,28,45,15,22,57,Óscar,28,30,51,73,60,67,76,40,48,60,6,62,12,37
12752,230631,12,17,24,59,21,43,65,54,13,38,15,37,17,53,21,74,19,32,62,24,18,Marco Festa,16,19,14,18,21,48,46,31,32,13,58,62,61,13
12777,229619,51,22,85,7,48,80,12,76,34,50,56,29,73,49,57,92,64,44,11,23,45,Felipe Carvalho,24,31,34,54,45,64,41,50,55,28,10,62,10,28
12778,229605,59,30,54,7,61,66,5,60,50,69,67,60,62,59,59,48,53,40,9,19,63,Callum Connolly,32,37,50,62,54,65,67,62,46,45,15,62,14,37
12783,229507,62,17,56,7,42,55,7,51,41,63,58,49,78,49,36,81,43,26,9,27,33,Thorsten Mahrer,23,26,28,63,58,53,45,50,64,28,13,62,15,30
12785,229406,47,45,48,11,64,67,5,53,55,55,47,58,45,58,75,68,77,53,12,23,67,João Novais,46,40,49,53,45,66,69,73,58,56,8,62,10,59
12786,229236,60,36,59,8,43,75,13,61,44,65,75,59,47,57,36,62,32,42,12,21,60,Mathieu Udol,35,30,47,71,67,73,75,35,44,39,12,62,13,35
12789,229079,60,21,62,10,36,57,14,75,20,61,61,41,65,54,37,80,39,36,11,27,25,Joe McNerney,18,25,22,59,58,51,40,41,42,22,14,62,10,21
12791,228997,61,25,58,1,52,66,1,63,39,63,63,58,61,49,44,70,32,34,1,21,34,Charlie Goode,30,17,30,60,61,65,56,50,57,26,1,62,1,29
12792,228946,47,54,65,8,64,80,7,63,57,56,46,77,32,49,58,62,61,66,6,18,67,Mattias Svanberg,44,52,48,48,46,76,63,61,55,51,13,62,12,56
12793,228892,51,39,66,15,61,69,7,55,46,64,62,57,55,59,66,57,67,54,11,24,59,Ignacio Rivero,41,42,57,58,62,63,64,67,58,50,12,62,14,42
12795,228794,41,60,61,7,65,62,11,65,65,59,58,61,58,58,59,64,55,59,8,24,61,Majed Al Najrani,42,50,58,58,55,66,57,62,57,64,7,62,10,56
12796,228770,58,25,46,6,35,63,10,67,42,62,68,50,69,58,30,78,41,33,15,20,30,Jorge Segura,30,20,27,61,63,51,51,34,39,25,10,62,9,32
12798,228681,63,30,58,7,61,57,12,72,40,59,64,52,66,48,30,83,38,33,10,19,46,Francisco Sierralta,23,25,23,63,66,62,38,59,40,57,9,62,13,23
12799,228675,58,34,63,15,51,67,10,60,46,56,60,62,54,66,57,61,62,52,9,20,52,Dmitriy Barinov,46,49,53,62,67,63,68,68,43,44,11,62,6,41
12800,228651,61,51,57,14,65,70,6,62,53,70,55,72,47,66,53,58,65,49,15,19,63,Gian Filippo Felicioli,49,51,49,58,53,72,64,63,57,65,9,62,14,56
12801,228646,16,60,30,9,62,70,8,49,51,75,20,77,46,51,59,58,57,46,15,19,64,Nicolás Delgadillo,30,54,48,17,34,77,71,62,38,56,9,62,9,47
12802,228610,60,26,66,8,63,78,10,62,43,66,62,66,53,57,51,59,45,49,12,24,56,Omar Mohammed Muzayil,29,33,48,56,55,75,78,61,48,56,11,62,6,31
12804,228426,67,20,59,7,45,60,11,74,36,55,65,50,70,56,39,71,39,31,6,20,30,Leonardo Escorcia,26,22,21,56,49,54,64,50,45,24,15,62,14,23
12805,228318,28,53,50,11,59,74,14,54,54,62,29,69,45,54,58,53,56,66,11,19,60,Harry Chapman,59,52,58,32,30,72,72,62,57,56,13,62,13,52
12806,228245,30,54,47,13,67,66,15,61,52,54,38,73,49,54,56,57,62,58,12,23,66,Marvin Wanitzek,50,51,55,35,33,67,68,66,50,61,10,62,8,55
12811,227932,50,43,73,15,63,51,10,54,49,63,67,48,67,52,58,82,62,51,10,22,56,Lukas Fröde,38,46,41,57,57,53,44,63,54,46,15,62,8,45
12812,227926,18,17,19,64,19,45,63,52,25,45,20,37,11,48,21,65,18,11,58,23,18,Travis Worra,14,18,15,17,21,47,47,30,27,14,68,62,65,16
12816,227746,35,49,60,11,72,67,11,58,48,64,46,86,35,55,60,48,65,60,7,23,74,Alexander Jakobsen,56,62,53,42,45,75,80,62,65,53,14,62,11,62
12817,227693,24,56,48,7,61,84,10,57,51,65,29,81,42,56,43,38,60,58,11,19,65,Nikola Gjorgjev,54,40,60,42,18,80,79,58,46,48,15,62,7,57
12819,226861,19,62,30,16,52,85,8,53,64,58,21,77,52,55,42,66,63,61,12,21,68,Sada Thioub,61,62,54,16,14,88,79,52,46,39,7,62,13,59
12820,226754,42,47,36,16,65,73,9,58,59,59,52,68,36,63,63,47,54,68,12,19,69,Ismaël Bennacer,40,37,55,45,52,72,75,64,61,56,10,62,15,62
12827,226267,20,58,32,12,68,68,8,60,58,48,25,72,43,46,45,50,62,55,10,20,70,Enrico Baldini,50,52,57,21,25,73,72,54,51,57,7,62,15,50
12828,226170,61,18,59,14,43,54,10,57,36,58,64,42,61,56,35,85,39,34,14,21,39,Emiliano Amor,23,19,27,62,57,46,43,45,41,29,12,62,14,30
12834,225812,53,46,55,11,55,59,14,86,55,76,61,62,68,49,60,72,44,54,14,20,44,Brayan Rovira,31,58,47,63,64,64,69,65,53,53,14,62,8,36
12835,225731,47,56,55,8,64,73,12,51,56,60,58,56,58,59,61,72,64,59,9,25,59,Amidou Diop,59,62,62,52,60,72,55,65,61,59,15,62,15,62
12837,225710,21,19,21,57,16,48,66,70,20,34,17,35,14,56,21,67,18,35,59,21,18,Seydou Sy,15,21,14,20,20,59,45,31,27,15,58,62,63,18
12841,225482,26,63,58,10,60,69,10,64,62,64,22,70,60,56,31,65,70,55,10,19,55,Timur Zhamaletdinov,47,59,62,24,26,75,65,47,54,33,12,62,12,45
12842,225381,54,49,61,9,64,55,10,62,49,54,62,58,63,63,65,60,57,66,14,21,62,Jacopo Petriccione,39,46,33,61,55,63,66,68,48,49,10,62,15,50
12843,225282,19,19,24,61,12,48,63,59,21,25,21,34,17,60,25,65,21,26,60,21,15,José Devecchi,20,14,18,14,19,45,52,25,31,16,55,62,63,14
12846,225016,53,32,55,14,62,69,9,63,52,75,64,59,48,49,63,60,57,48,11,22,53,Giovanni Di Noia,37,36,50,62,51,71,65,65,40,60,8,62,16,41
12849,224930,50,33,60,12,69,68,9,70,40,68,58,64,60,55,66,56,60,59,14,25,59,Alessio Sabbione,41,39,55,58,56,69,67,69,55,41,14,62,12,37
12850,224875,60,45,73,6,63,66,8,72,47,75,65,76,56,57,62,75,65,51,11,21,63,Bonke Innocent,45,55,55,63,68,62,67,65,51,41,15,62,14,47
12851,224838,60,37,68,15,58,58,7,77,37,66,58,58,51,59,53,73,65,53,9,20,53,Filip Dagerstål,34,40,36,57,60,60,45,59,48,50,8,62,13,46
12853,224509,63,35,49,8,65,66,6,64,60,76,61,55,54,55,67,58,60,58,15,21,59,Ulises Rivas,45,54,50,59,64,60,65,70,48,60,14,64,13,58
12854,224496,61,30,55,6,57,67,7,58,40,71,59,77,51,55,47,57,30,35,9,27,54,Germán Gutiérrez,23,23,39,61,59,65,80,56,39,63,7,62,10,44
12855,224375,32,56,46,11,68,61,11,63,64,50,33,71,33,52,68,72,65,70,6,23,71,Bálint Vécsei,56,71,50,36,23,62,71,71,68,59,12,62,11,58
12856,224361,50,50,55,9,59,72,7,56,49,70,62,62,50,60,60,56,58,57,15,21,65,Andy Cannon,35,38,52,64,54,75,71,60,60,58,7,62,11,52
12860,224164,66,27,59,9,54,60,16,70,43,54,63,58,71,48,39,71,47,42,9,22,46,Roger Riera,29,26,29,60,53,53,54,48,51,36,8,62,10,33
12862,224097,58,46,54,6,61,77,13,57,56,64,59,74,43,59,52,58,58,55,13,21,59,Tyler Denton,39,43,49,57,56,78,75,58,56,61,10,62,7,53
12869,223427,59,26,61,13,59,63,8,70,35,72,64,55,48,62,60,70,39,54,8,23,56,Lukas Jäger,32,56,42,59,64,60,58,64,56,38,12,62,11,19
12871,223381,58,38,46,12,59,78,16,85,35,74,59,73,61,53,60,71,56,42,9,27,61,Mickey Demetriou,38,39,46,58,53,76,75,55,43,59,11,62,14,49
12873,223265,59,23,74,7,41,44,12,74,37,71,64,41,60,53,36,79,41,34,13,23,34,Mikey Devlin,24,24,25,61,56,54,51,46,52,28,13,62,13,24
12876,222878,19,66,27,12,60,85,7,57,69,52,15,85,59,55,30,42,60,48,13,20,62,Tyler Walker,52,56,60,12,26,80,73,50,53,32,15,62,8,40
12878,222583,60,28,58,7,39,54,16,73,46,55,71,48,62,57,29,58,46,36,11,20,38,Tom James,38,22,32,71,60,62,71,42,51,29,14,62,9,32
12879,222582,64,18,52,7,40,57,6,70,38,74,62,58,68,52,27,78,32,35,12,25,24,Kim Yeong Bin,24,21,48,58,64,56,61,42,55,22,7,62,10,23
12880,222566,46,59,60,7,59,74,12,65,50,62,51,73,52,60,62,62,59,48,7,26,61,Talal Majrashi,46,58,53,43,58,78,82,64,55,57,14,62,7,56
12882,222477,45,46,72,12,64,68,9,66,43,67,54,83,42,53,64,54,52,60,7,21,61,Louis Reed,37,50,54,59,58,69,83,66,63,44,10,62,12,39
12883,222387,45,46,38,3,73,55,4,55,58,55,47,65,48,50,69,65,58,58,4,21,68,Vykintas Slivka,47,49,40,47,40,55,65,73,56,44,3,62,5,51
12884,222153,16,49,41,15,65,76,11,55,49,60,27,74,48,62,50,50,63,54,9,24,62,Cristian Buonaiuto,54,52,59,30,25,74,60,65,59,60,7,62,8,62
12886,221788,35,52,63,7,63,55,15,62,49,75,41,67,43,56,64,61,56,62,7,24,59,Yun Sang Ho,50,58,58,38,39,40,76,67,57,52,10,62,11,45
12887,221562,47,42,47,14,71,78,10,70,54,68,50,71,62,49,72,78,55,51,13,21,65,Maodo Malick Mbaye,34,58,45,50,45,74,68,72,51,44,6,62,14,40
12890,221475,62,45,78,13,63,53,9,71,53,76,60,61,58,57,64,76,59,59,10,24,59,Lee Chan Dong,53,59,51,58,60,60,64,65,55,46,8,62,12,58
12892,221386,45,54,70,14,64,76,14,72,50,65,59,78,52,60,55,60,54,58,11,21,63,Jordan Allen,39,49,59,59,60,69,70,62,57,49,10,62,10,49
12897,221167,62,28,50,6,57,70,9,64,36,71,63,70,58,49,49,56,35,45,7,20,59,Cameron Dummigan,25,32,45,63,60,69,68,52,32,60,8,62,7,45
12900,220970,16,60,45,13,58,63,9,71,61,76,20,60,57,61,41,65,64,53,15,27,55,Victor Sköld,59,53,67,18,31,64,64,53,54,40,12,62,11,43
12901,220964,49,62,54,13,64,63,12,60,49,60,58,80,56,56,62,56,62,59,15,20,66,Morten Ågnes Konradsen,60,63,58,57,56,75,70,64,57,62,9,62,14,60
12902,220905,51,40,68,14,53,64,13,55,49,58,60,55,60,56,66,64,60,52,7,23,59,Jean-Eudes Aholou,47,40,46,58,60,69,60,73,44,51,7,62,8,46
12903,220901,19,19,24,57,41,45,61,58,26,34,14,51,20,64,50,61,25,24,59,21,17,David Raya,20,14,18,13,25,40,63,49,36,12,57,62,67,18
12907,220383,17,15,22,59,22,34,58,58,21,45,19,32,24,61,31,53,40,16,64,21,19,Aarón,23,16,12,18,24,41,56,27,22,20,51,62,63,25
12910,220057,64,18,43,13,49,72,7,71,37,60,65,64,64,52,31,73,38,33,8,22,26,Harry Lennon,24,19,29,64,61,67,51,42,56,24,8,62,10,24
12911,220031,12,65,27,13,54,69,13,66,59,72,19,59,62,61,37,65,66,48,11,20,50,Oliver McBurnie,50,54,61,14,21,71,62,52,49,36,12,62,13,42
12912,219990,59,54,54,8,64,73,12,71,47,64,57,72,44,60,61,50,58,64,16,21,62,Vebjørn Hoff,42,56,55,51,56,68,75,66,56,57,16,63,16,47
12915,219813,16,13,19,60,27,41,64,65,21,38,12,38,13,49,28,53,23,39,62,21,20,Mike Havekotte,19,16,11,14,28,43,62,31,31,20,60,62,65,13
12916,219785,62,31,48,15,61,72,7,60,41,66,61,58,59,62,55,59,43,40,12,21,57,Tareiq Holmes-Dennis,32,34,64,60,56,65,71,57,50,57,13,62,14,49
12919,219522,13,13,23,58,11,42,62,59,22,37,13,40,15,61,22,60,22,36,59,24,15,Jeremías Ledesma,21,20,13,12,20,49,50,31,31,15,64,62,65,16
12920,219458,37,66,48,10,57,83,12,79,50,83,27,80,61,51,43,70,64,53,13,26,60,David Wheeler,41,41,68,24,31,80,72,50,54,55,11,62,14,52
12922,218661,49,57,51,14,69,68,7,54,55,53,53,63,52,52,66,59,65,64,9,21,66,Jake Flannigan,51,44,54,52,28,62,67,71,61,50,9,62,10,64
12926,217650,32,59,38,12,65,45,11,56,46,34,32,58,32,62,68,60,50,65,15,33,64,Jungo Fujimoto,40,41,60,38,33,37,70,74,57,69,16,62,13,52
12927,216779,15,18,19,58,21,42,63,50,22,21,13,39,19,55,18,55,22,11,64,24,21,Francesco Ruberto,14,13,18,13,22,44,65,23,24,14,59,62,63,12
