,Marking,Finishing,Aggression,GKPositioning,BallControl,SprintSpeed,GKDiving,Jumping,Penalties,Stamina,StandingTackle,Agility,HeadingAccuracy,Reactions,LongPassing,Strength,ShotPower,Vision,GKHandling,Age,Dribbling,Name,Volleys,LongShots,Positioning,SlidingTackle,Interceptions,Acceleration,Balance,ShortPassing,Composure,Crossing,GKKicking,Overall,GKReflexes,Curve,ID
9402,20.0,11.0,32.0,63.0,23.0,34.0,65.0,69.0,12.0,30.0,11.0,29.0,11.0,64.0,33.0,71.0,22.0,60.0,66.0,37,14.0,D. de Vries,11.0,12.0,15.0,11.0,27.0,33.0,36.0,34.0,64.0,13.0,71.0,66,66.0,17.0,27532
9404,12.0,11.0,25.0,61.0,29.0,42.0,68.0,64.0,23.0,29.0,11.0,42.0,15.0,65.0,33.0,55.0,30.0,40.0,62.0,25,12.0,L. Nicholls,10.0,14.0,5.0,13.0,9.0,40.0,38.0,33.0,44.0,18.0,64.0,66,70.0,11.0,198285
9405,66.0,53.0,68.0,10.0,68.0,64.0,8.0,47.0,57.0,67.0,66.0,71.0,49.0,65.0,67.0,56.0,64.0,61.0,14.0,25,66.0,R. Teibert,48.0,52.0,52.0,57.0,62.0,67.0,88.0,70.0,66.0,65.0,7.0,66,11.0,67.0,201869
9406,26.0,70.0,30.0,10.0,67.0,67.0,8.0,71.0,49.0,67.0,20.0,76.0,53.0,65.0,53.0,64.0,64.0,58.0,13.0,28,66.0,M. Figueroa,60.0,66.0,70.0,18.0,20.0,73.0,70.0,58.0,64.0,68.0,13.0,66,15.0,69.0,214669
9407,23.0,18.0,23.0,63.0,20.0,46.0,65.0,61.0,16.0,39.0,14.0,34.0,13.0,64.0,18.0,70.0,18.0,22.0,62.0,21,18.0,A. Nübel,13.0,18.0,10.0,13.0,20.0,49.0,58.0,29.0,32.0,15.0,63.0,66,69.0,20.0,223885
9408,65.0,50.0,73.0,8.0,59.0,59.0,12.0,72.0,50.0,71.0,64.0,61.0,62.0,51.0,63.0,88.0,75.0,40.0,11.0,24,52.0,Z. Al Sahafi,60.0,66.0,48.0,62.0,56.0,50.0,56.0,60.0,47.0,54.0,7.0,66,11.0,38.0,231821
9413,58.0,32.0,66.0,7.0,67.0,79.0,8.0,83.0,49.0,77.0,58.0,85.0,37.0,61.0,62.0,58.0,59.0,57.0,11.0,28,69.0,C. Telo,46.0,53.0,50.0,62.0,68.0,79.0,86.0,65.0,69.0,63.0,15.0,66,7.0,66.0,189325
9414,59.0,50.0,60.0,13.0,54.0,65.0,15.0,72.0,51.0,71.0,69.0,62.0,65.0,60.0,54.0,76.0,53.0,34.0,8.0,24,52.0,M. Pearson,35.0,49.0,36.0,68.0,64.0,64.0,61.0,58.0,62.0,55.0,12.0,66,15.0,39.0,208014
9420,53.0,58.0,59.0,6.0,67.0,64.0,10.0,79.0,65.0,67.0,61.0,73.0,58.0,61.0,61.0,74.0,65.0,72.0,9.0,32,66.0,D. Holm,64.0,59.0,66.0,54.0,63.0,65.0,72.0,68.0,72.0,66.0,16.0,66,16.0,68.0,152463
9422,30.0,67.0,74.0,16.0,63.0,66.0,9.0,70.0,67.0,61.0,19.0,65.0,64.0,65.0,36.0,73.0,62.0,55.0,6.0,34,58.0,J. Beckford,61.0,63.0,72.0,21.0,37.0,62.0,63.0,54.0,65.0,59.0,13.0,66,15.0,49.0,179855
9424,65.0,33.0,58.0,13.0,54.0,62.0,5.0,58.0,34.0,80.0,67.0,71.0,66.0,60.0,65.0,74.0,35.0,35.0,7.0,29,45.0,Y. Maruyama,29.0,36.0,48.0,66.0,63.0,60.0,53.0,62.0,52.0,56.0,8.0,66,6.0,30.0,232848
9425,29.0,66.0,44.0,9.0,62.0,85.0,6.0,53.0,61.0,67.0,37.0,68.0,40.0,49.0,48.0,69.0,73.0,54.0,11.0,20,73.0,B. Jatta,59.0,49.0,66.0,32.0,22.0,78.0,60.0,63.0,50.0,67.0,8.0,66,9.0,54.0,234640
9426,25.0,59.0,59.0,11.0,68.0,73.0,10.0,56.0,52.0,70.0,37.0,82.0,55.0,64.0,65.0,63.0,60.0,65.0,10.0,31,69.0,G. Merebashvili,55.0,49.0,58.0,38.0,34.0,68.0,68.0,63.0,60.0,59.0,7.0,66,9.0,56.0,192912
9427,59.0,59.0,74.0,9.0,68.0,33.0,6.0,60.0,66.0,50.0,66.0,60.0,58.0,67.0,68.0,58.0,70.0,64.0,9.0,35,62.0,D. Vaughan,57.0,66.0,55.0,62.0,63.0,33.0,91.0,72.0,82.0,64.0,10.0,66,7.0,68.0,657
9429,65.0,37.0,68.0,10.0,63.0,65.0,15.0,76.0,33.0,75.0,68.0,64.0,60.0,64.0,62.0,68.0,50.0,63.0,9.0,25,66.0,K. Dougall,35.0,45.0,56.0,63.0,62.0,74.0,65.0,65.0,60.0,46.0,10.0,66,9.0,37.0,233105
9430,62.0,59.0,58.0,14.0,67.0,71.0,11.0,63.0,60.0,73.0,67.0,66.0,63.0,62.0,63.0,70.0,74.0,62.0,16.0,32,64.0,D. Arreola,71.0,68.0,53.0,65.0,68.0,69.0,64.0,66.0,67.0,65.0,10.0,66,9.0,69.0,186513
9431,59.0,49.0,68.0,14.0,68.0,76.0,15.0,86.0,47.0,79.0,63.0,78.0,53.0,64.0,69.0,66.0,68.0,61.0,12.0,24,62.0,J. Cousins,46.0,57.0,58.0,58.0,57.0,76.0,78.0,66.0,65.0,53.0,8.0,66,14.0,23.0,202131
9433,67.0,50.0,75.0,12.0,63.0,63.0,13.0,70.0,42.0,68.0,69.0,65.0,63.0,68.0,60.0,70.0,63.0,54.0,14.0,30,53.0,T. Spurr,58.0,55.0,33.0,64.0,63.0,66.0,61.0,64.0,58.0,64.0,13.0,66,16.0,26.0,172179
9435,68.0,17.0,71.0,7.0,41.0,52.0,16.0,82.0,29.0,54.0,66.0,51.0,66.0,63.0,42.0,74.0,31.0,37.0,12.0,26,34.0,C. Schoppenhauer,18.0,19.0,21.0,67.0,65.0,46.0,59.0,43.0,68.0,28.0,8.0,66,6.0,25.0,205460
9438,60.0,27.0,80.0,8.0,64.0,72.0,6.0,76.0,25.0,75.0,70.0,71.0,52.0,59.0,57.0,73.0,61.0,61.0,13.0,34,61.0,C. Schwegler,22.0,60.0,66.0,67.0,61.0,73.0,70.0,58.0,63.0,62.0,6.0,66,15.0,53.0,144021
9439,66.0,24.0,82.0,10.0,53.0,36.0,11.0,78.0,22.0,54.0,64.0,55.0,66.0,57.0,52.0,77.0,48.0,31.0,14.0,33,41.0,K. Petersen,33.0,33.0,47.0,62.0,62.0,37.0,49.0,59.0,55.0,48.0,12.0,66,10.0,44.0,155541
9441,43.0,62.0,59.0,14.0,70.0,62.0,11.0,82.0,54.0,65.0,62.0,82.0,55.0,65.0,62.0,55.0,58.0,67.0,12.0,28,64.0,H. Kawano,55.0,61.0,70.0,60.0,66.0,67.0,84.0,63.0,60.0,58.0,14.0,66,5.0,52.0,232853
9443,10.0,5.0,26.0,66.0,15.0,15.0,68.0,67.0,16.0,18.0,11.0,29.0,10.0,60.0,22.0,73.0,23.0,44.0,60.0,22,11.0,G. Gómez,9.0,6.0,6.0,10.0,13.0,33.0,41.0,24.0,45.0,13.0,68.0,66,69.0,13.0,235925
9444,65.0,58.0,69.0,15.0,67.0,67.0,9.0,76.0,53.0,68.0,66.0,58.0,65.0,61.0,65.0,75.0,67.0,68.0,8.0,27,56.0,M. Lund,47.0,61.0,55.0,64.0,66.0,67.0,66.0,68.0,68.0,54.0,11.0,66,11.0,60.0,193173
9445,54.0,65.0,50.0,7.0,64.0,77.0,12.0,89.0,55.0,76.0,44.0,76.0,65.0,67.0,61.0,70.0,63.0,59.0,16.0,28,64.0,M. Jankowski,64.0,56.0,68.0,33.0,49.0,73.0,75.0,63.0,64.0,50.0,11.0,66,9.0,49.0,200086
9446,7.0,16.0,22.0,64.0,17.0,63.0,70.0,58.0,12.0,41.0,18.0,32.0,20.0,52.0,20.0,65.0,18.0,29.0,66.0,20,18.0,A. Maisonnial,18.0,16.0,19.0,20.0,19.0,62.0,61.0,24.0,57.0,15.0,62.0,66,68.0,19.0,230038
9447,62.0,56.0,31.0,10.0,70.0,66.0,10.0,46.0,59.0,55.0,48.0,68.0,46.0,70.0,64.0,65.0,69.0,76.0,7.0,28,77.0,M. Lugo,50.0,66.0,60.0,45.0,44.0,53.0,62.0,62.0,68.0,74.0,9.0,66,14.0,55.0,232342
9448,67.0,30.0,62.0,14.0,66.0,48.0,9.0,71.0,28.0,51.0,66.0,47.0,68.0,62.0,29.0,69.0,38.0,25.0,11.0,32,35.0,D. Niwa,31.0,33.0,47.0,61.0,66.0,41.0,59.0,64.0,47.0,48.0,10.0,66,10.0,30.0,232598
9449,12.0,8.0,22.0,63.0,11.0,32.0,66.0,64.0,16.0,21.0,14.0,32.0,12.0,62.0,18.0,73.0,26.0,53.0,64.0,26,10.0,C. Riegler,5.0,7.0,7.0,10.0,10.0,28.0,47.0,25.0,32.0,13.0,59.0,66,70.0,11.0,234646
9450,30.0,62.0,38.0,6.0,70.0,73.0,6.0,61.0,55.0,62.0,28.0,71.0,47.0,60.0,62.0,63.0,60.0,65.0,7.0,21,67.0,R. Lundqvist,52.0,64.0,61.0,30.0,31.0,74.0,68.0,62.0,62.0,53.0,14.0,66,9.0,63.0,235670
9453,54.0,48.0,65.0,16.0,70.0,73.0,15.0,86.0,49.0,91.0,54.0,79.0,47.0,60.0,65.0,63.0,58.0,64.0,10.0,25,69.0,J. Reeves,47.0,57.0,44.0,53.0,54.0,75.0,83.0,68.0,66.0,57.0,10.0,66,6.0,45.0,203415
9454,64.0,32.0,68.0,13.0,49.0,38.0,10.0,84.0,57.0,51.0,65.0,55.0,71.0,51.0,45.0,79.0,50.0,35.0,14.0,33,32.0,E. Ward,24.0,31.0,30.0,63.0,62.0,34.0,56.0,53.0,48.0,35.0,9.0,66,8.0,26.0,161943
9456,62.0,29.0,68.0,10.0,58.0,55.0,15.0,51.0,42.0,65.0,68.0,53.0,70.0,58.0,61.0,78.0,54.0,56.0,9.0,24,36.0,M. Heylen,30.0,36.0,48.0,66.0,62.0,47.0,48.0,63.0,61.0,46.0,16.0,66,12.0,32.0,212120
9457,12.0,14.0,25.0,64.0,18.0,40.0,67.0,59.0,19.0,29.0,16.0,38.0,13.0,56.0,27.0,64.0,20.0,15.0,64.0,25,17.0,G. Gallon,16.0,15.0,20.0,13.0,22.0,40.0,54.0,29.0,55.0,12.0,62.0,66,69.0,15.0,214680
9458,68.0,30.0,53.0,8.0,62.0,54.0,14.0,70.0,35.0,68.0,67.0,58.0,65.0,57.0,49.0,76.0,31.0,32.0,11.0,20,47.0,T. Adarabioyo,25.0,22.0,28.0,64.0,63.0,50.0,52.0,60.0,70.0,30.0,11.0,66,9.0,26.0,222104
9459,48.0,59.0,78.0,10.0,64.0,75.0,7.0,77.0,61.0,76.0,52.0,76.0,49.0,55.0,64.0,66.0,70.0,66.0,11.0,31,64.0,L. Martin,59.0,65.0,59.0,46.0,50.0,71.0,66.0,66.0,58.0,63.0,15.0,66,14.0,63.0,169112
9461,62.0,27.0,77.0,9.0,57.0,57.0,8.0,80.0,34.0,60.0,66.0,64.0,65.0,62.0,51.0,73.0,55.0,45.0,12.0,30,38.0,Trujillo,32.0,42.0,37.0,61.0,64.0,55.0,57.0,58.0,58.0,34.0,12.0,66,7.0,38.0,194200
9466,62.0,51.0,61.0,11.0,60.0,75.0,9.0,79.0,58.0,86.0,62.0,77.0,55.0,60.0,62.0,73.0,62.0,58.0,9.0,31,62.0,J. Jacobson,23.0,62.0,57.0,62.0,60.0,72.0,60.0,59.0,58.0,70.0,12.0,66,9.0,63.0,183449
9468,24.0,15.0,19.0,67.0,27.0,43.0,67.0,51.0,27.0,38.0,20.0,30.0,12.0,54.0,18.0,58.0,21.0,18.0,63.0,23,21.0,D. Phillips,19.0,18.0,6.0,16.0,14.0,48.0,54.0,32.0,46.0,19.0,58.0,66,71.0,19.0,220058
9469,50.0,53.0,70.0,6.0,70.0,65.0,8.0,66.0,49.0,60.0,70.0,58.0,56.0,67.0,65.0,69.0,59.0,70.0,7.0,23,66.0,G. Aburjania,47.0,65.0,59.0,59.0,66.0,59.0,64.0,67.0,71.0,59.0,7.0,66,11.0,62.0,232090
9474,38.0,66.0,52.0,10.0,66.0,78.0,6.0,89.0,59.0,76.0,34.0,77.0,59.0,61.0,54.0,55.0,65.0,62.0,11.0,20,65.0,S. Svendsen,64.0,65.0,64.0,32.0,33.0,84.0,86.0,65.0,66.0,59.0,6.0,66,12.0,65.0,215195
9475,66.0,26.0,71.0,10.0,50.0,53.0,11.0,50.0,34.0,62.0,64.0,43.0,65.0,62.0,34.0,84.0,34.0,30.0,12.0,21,35.0,J. Moreno,29.0,21.0,23.0,62.0,63.0,55.0,49.0,53.0,53.0,30.0,15.0,66,10.0,26.0,225435
9478,59.0,65.0,68.0,7.0,68.0,61.0,15.0,72.0,65.0,56.0,48.0,69.0,50.0,68.0,40.0,73.0,64.0,61.0,13.0,31,76.0,M. Grella,60.0,58.0,71.0,44.0,50.0,62.0,70.0,66.0,74.0,61.0,9.0,66,10.0,71.0,190619
9479,15.0,17.0,28.0,60.0,18.0,48.0,71.0,72.0,18.0,41.0,19.0,60.0,18.0,66.0,26.0,43.0,22.0,33.0,61.0,28,12.0,I. Lanni,13.0,17.0,7.0,21.0,13.0,38.0,48.0,40.0,64.0,15.0,55.0,66,69.0,23.0,205724
9482,74.0,56.0,80.0,14.0,70.0,48.0,16.0,69.0,61.0,73.0,63.0,68.0,60.0,63.0,66.0,72.0,67.0,68.0,14.0,36,67.0,M. Galmarini,56.0,57.0,63.0,63.0,61.0,76.0,60.0,67.0,67.0,68.0,6.0,66,14.0,64.0,215196
9483,64.0,48.0,77.0,11.0,57.0,67.0,10.0,71.0,36.0,82.0,67.0,70.0,59.0,63.0,65.0,84.0,69.0,61.0,14.0,27,50.0,A. Monfray,32.0,65.0,26.0,62.0,64.0,62.0,59.0,64.0,61.0,61.0,15.0,66,8.0,34.0,215708
9484,30.0,10.0,23.0,73.0,23.0,42.0,60.0,42.0,24.0,30.0,10.0,37.0,20.0,64.0,21.0,60.0,25.0,45.0,66.0,40,16.0,B. Castillo,12.0,9.0,13.0,19.0,21.0,34.0,40.0,25.0,26.0,12.0,64.0,66,63.0,14.0,176540
9487,66.0,39.0,75.0,16.0,48.0,45.0,13.0,85.0,58.0,55.0,63.0,56.0,67.0,62.0,45.0,78.0,59.0,55.0,8.0,32,47.0,A. Hainault,40.0,46.0,49.0,63.0,63.0,43.0,59.0,53.0,65.0,55.0,9.0,66,6.0,57.0,181149
9489,46.0,66.0,58.0,8.0,66.0,78.0,12.0,51.0,61.0,83.0,28.0,75.0,52.0,64.0,48.0,75.0,75.0,57.0,10.0,26,60.0,C. Washington,55.0,54.0,67.0,27.0,32.0,76.0,62.0,55.0,60.0,49.0,7.0,66,14.0,45.0,217758
9492,62.0,47.0,90.0,14.0,53.0,49.0,6.0,74.0,54.0,83.0,65.0,59.0,58.0,60.0,62.0,74.0,63.0,56.0,11.0,36,52.0,M. Doyle,52.0,62.0,57.0,68.0,65.0,41.0,65.0,64.0,58.0,58.0,7.0,66,16.0,49.0,152735
9496,62.0,21.0,61.0,5.0,55.0,59.0,10.0,74.0,22.0,63.0,69.0,73.0,70.0,61.0,53.0,73.0,27.0,47.0,12.0,28,49.0,M. Bruscagin,22.0,23.0,31.0,63.0,60.0,55.0,54.0,62.0,58.0,50.0,6.0,66,5.0,35.0,189343
9497,24.0,65.0,63.0,14.0,68.0,75.0,7.0,77.0,64.0,63.0,25.0,66.0,63.0,54.0,45.0,81.0,65.0,52.0,14.0,22,61.0,C. Morris,49.0,55.0,66.0,28.0,39.0,72.0,60.0,55.0,55.0,36.0,12.0,66,12.0,44.0,213152
9499,60.0,57.0,44.0,13.0,66.0,64.0,16.0,72.0,61.0,76.0,68.0,69.0,61.0,59.0,73.0,61.0,51.0,62.0,7.0,29,58.0,L. Paz,31.0,52.0,67.0,63.0,66.0,74.0,74.0,70.0,54.0,44.0,7.0,66,8.0,55.0,214177
9500,68.0,43.0,67.0,9.0,65.0,61.0,15.0,73.0,48.0,57.0,66.0,63.0,57.0,58.0,70.0,44.0,56.0,48.0,13.0,25,64.0,L. Dos Santos,38.0,40.0,45.0,72.0,62.0,56.0,73.0,74.0,56.0,67.0,9.0,66,12.0,41.0,215969
9501,27.0,66.0,66.0,6.0,69.0,49.0,14.0,49.0,66.0,77.0,40.0,35.0,71.0,61.0,47.0,97.0,70.0,62.0,7.0,36,52.0,A. Akinfenwa,59.0,54.0,71.0,24.0,17.0,38.0,71.0,59.0,70.0,39.0,15.0,66,16.0,50.0,156321
9503,21.0,66.0,39.0,8.0,68.0,75.0,8.0,64.0,60.0,59.0,22.0,68.0,68.0,61.0,43.0,69.0,64.0,51.0,13.0,21,63.0,F. Bonazzoli,59.0,58.0,63.0,29.0,26.0,71.0,49.0,57.0,65.0,49.0,10.0,66,7.0,51.0,223137
9505,37.0,61.0,72.0,9.0,59.0,77.0,11.0,69.0,40.0,70.0,34.0,45.0,60.0,58.0,45.0,92.0,75.0,58.0,11.0,20,63.0,J. Grot,52.0,67.0,62.0,30.0,35.0,72.0,42.0,55.0,55.0,55.0,10.0,66,5.0,48.0,230561
9508,49.0,63.0,54.0,12.0,66.0,85.0,8.0,79.0,59.0,65.0,23.0,69.0,58.0,60.0,48.0,58.0,70.0,49.0,9.0,23,65.0,N. Hansen,48.0,57.0,63.0,31.0,43.0,83.0,76.0,66.0,65.0,59.0,12.0,66,12.0,61.0,237217
9509,65.0,54.0,65.0,10.0,61.0,70.0,9.0,71.0,48.0,60.0,68.0,62.0,57.0,63.0,57.0,61.0,59.0,57.0,13.0,30,69.0,T. Beltran,52.0,48.0,56.0,67.0,66.0,76.0,75.0,68.0,63.0,61.0,10.0,66,10.0,57.0,186529
9511,26.0,68.0,67.0,8.0,68.0,75.0,12.0,79.0,61.0,54.0,38.0,80.0,53.0,63.0,47.0,67.0,67.0,59.0,9.0,24,67.0,D. Starkl,60.0,53.0,59.0,28.0,23.0,83.0,77.0,58.0,48.0,66.0,10.0,66,12.0,57.0,211618
9514,45.0,57.0,60.0,11.0,74.0,72.0,11.0,60.0,48.0,68.0,46.0,83.0,35.0,53.0,66.0,61.0,65.0,66.0,7.0,24,80.0,A. Jakobsen,56.0,62.0,60.0,42.0,45.0,75.0,77.0,71.0,65.0,61.0,14.0,66,11.0,67.0,227746
9515,66.0,25.0,58.0,6.0,41.0,57.0,10.0,68.0,42.0,67.0,72.0,46.0,71.0,59.0,30.0,81.0,41.0,43.0,15.0,21,30.0,J. Segura,30.0,20.0,37.0,64.0,61.0,45.0,48.0,49.0,59.0,25.0,10.0,66,9.0,32.0,228770
9516,61.0,40.0,77.0,8.0,60.0,64.0,15.0,75.0,50.0,70.0,63.0,62.0,60.0,62.0,66.0,72.0,68.0,60.0,16.0,33,60.0,R. Miller,41.0,52.0,54.0,62.0,64.0,69.0,58.0,66.0,60.0,64.0,13.0,66,13.0,64.0,171682
9518,64.0,54.0,71.0,8.0,64.0,72.0,16.0,79.0,58.0,78.0,64.0,73.0,60.0,67.0,62.0,65.0,70.0,64.0,8.0,29,65.0,J. Karacan,56.0,60.0,60.0,64.0,65.0,73.0,75.0,68.0,61.0,60.0,9.0,66,8.0,54.0,184482
9519,65.0,35.0,61.0,13.0,58.0,83.0,8.0,80.0,38.0,69.0,60.0,73.0,48.0,71.0,50.0,38.0,68.0,54.0,15.0,28,59.0,L. Saldaña,40.0,62.0,52.0,63.0,64.0,84.0,85.0,58.0,53.0,66.0,11.0,66,7.0,66.0,226723
9520,38.0,63.0,65.0,11.0,67.0,52.0,11.0,45.0,72.0,52.0,33.0,67.0,48.0,55.0,62.0,61.0,64.0,72.0,10.0,34,69.0,G. Roberts,66.0,65.0,65.0,30.0,33.0,52.0,71.0,67.0,70.0,68.0,9.0,66,7.0,70.0,177315
9521,39.0,53.0,47.0,7.0,65.0,79.0,16.0,40.0,58.0,76.0,36.0,90.0,35.0,62.0,54.0,43.0,62.0,61.0,7.0,27,70.0,K. Bennett,54.0,58.0,62.0,25.0,51.0,87.0,93.0,61.0,58.0,57.0,6.0,66,14.0,58.0,193187
9522,25.0,60.0,50.0,6.0,66.0,77.0,11.0,61.0,58.0,67.0,27.0,85.0,52.0,63.0,56.0,56.0,60.0,64.0,9.0,23,68.0,C. Tanner,55.0,57.0,58.0,24.0,37.0,79.0,90.0,62.0,52.0,62.0,10.0,66,9.0,66.0,216484
9523,42.0,49.0,49.0,11.0,68.0,68.0,11.0,66.0,54.0,76.0,52.0,74.0,56.0,62.0,63.0,49.0,65.0,64.0,7.0,23,70.0,S. Ernst,46.0,53.0,61.0,53.0,49.0,77.0,77.0,67.0,63.0,57.0,8.0,66,9.0,53.0,223652
9526,65.0,29.0,71.0,8.0,55.0,51.0,12.0,71.0,35.0,61.0,68.0,67.0,73.0,74.0,30.0,63.0,32.0,30.0,12.0,30,50.0,K. Yonekura,30.0,35.0,46.0,65.0,72.0,44.0,67.0,67.0,47.0,68.0,14.0,66,6.0,30.0,232612
9530,70.0,25.0,69.0,10.0,52.0,32.0,7.0,32.0,47.0,65.0,69.0,50.0,67.0,65.0,53.0,74.0,38.0,29.0,16.0,27,32.0,V. Moren,19.0,21.0,23.0,64.0,67.0,32.0,54.0,54.0,57.0,32.0,6.0,66,10.0,33.0,228261
9533,36.0,62.0,88.0,8.0,58.0,71.0,7.0,85.0,64.0,69.0,34.0,69.0,65.0,67.0,54.0,85.0,64.0,59.0,15.0,26,54.0,P. Frick,58.0,57.0,69.0,25.0,29.0,75.0,69.0,61.0,68.0,52.0,12.0,66,15.0,46.0,209062
9534,62.0,31.0,66.0,9.0,59.0,89.0,6.0,76.0,40.0,80.0,63.0,75.0,58.0,58.0,54.0,67.0,48.0,59.0,13.0,22,62.0,I. Ssewankambo,34.0,34.0,55.0,60.0,61.0,86.0,73.0,62.0,62.0,61.0,12.0,66,10.0,52.0,213670
9535,21.0,63.0,38.0,13.0,63.0,76.0,7.0,58.0,50.0,69.0,24.0,77.0,37.0,59.0,54.0,48.0,67.0,56.0,14.0,21,70.0,T. Skarke,60.0,59.0,63.0,18.0,31.0,79.0,77.0,63.0,49.0,61.0,11.0,66,8.0,63.0,229286
9536,18.0,65.0,74.0,9.0,57.0,78.0,12.0,84.0,56.0,81.0,44.0,68.0,68.0,56.0,44.0,67.0,70.0,46.0,16.0,26,63.0,Luis Marleiro,67.0,72.0,62.0,43.0,33.0,85.0,72.0,62.0,58.0,42.0,8.0,66,13.0,55.0,236198
9538,64.0,47.0,57.0,11.0,60.0,73.0,14.0,78.0,67.0,84.0,64.0,64.0,62.0,60.0,59.0,78.0,67.0,57.0,7.0,27,58.0,L. Brown,45.0,60.0,49.0,62.0,58.0,69.0,76.0,63.0,64.0,62.0,10.0,66,6.0,64.0,193958
9539,65.0,27.0,65.0,7.0,56.0,79.0,15.0,53.0,39.0,81.0,66.0,78.0,58.0,62.0,50.0,58.0,28.0,43.0,15.0,28,61.0,R. Gaddis,30.0,24.0,51.0,64.0,61.0,79.0,75.0,59.0,49.0,52.0,9.0,66,14.0,55.0,207783
9543,63.0,22.0,70.0,6.0,57.0,71.0,13.0,71.0,35.0,70.0,65.0,59.0,60.0,63.0,61.0,77.0,38.0,29.0,9.0,25,52.0,N. Saint-Ruf,23.0,27.0,23.0,64.0,64.0,66.0,60.0,59.0,58.0,53.0,14.0,66,12.0,30.0,209320
9544,65.0,45.0,68.0,14.0,63.0,61.0,16.0,65.0,42.0,76.0,65.0,50.0,61.0,62.0,57.0,71.0,63.0,60.0,6.0,32,65.0,A. Lienhart,43.0,57.0,58.0,63.0,66.0,63.0,57.0,66.0,66.0,69.0,14.0,66,7.0,66.0,173480
9545,46.0,60.0,38.0,15.0,70.0,78.0,7.0,80.0,60.0,72.0,36.0,87.0,49.0,62.0,51.0,42.0,60.0,58.0,14.0,29,67.0,M. Sema,61.0,62.0,62.0,31.0,39.0,81.0,81.0,62.0,64.0,59.0,6.0,66,8.0,60.0,189352
9546,30.0,60.0,70.0,10.0,68.0,76.0,14.0,82.0,58.0,58.0,41.0,74.0,62.0,63.0,49.0,77.0,64.0,60.0,15.0,21,67.0,M. Bennett,55.0,60.0,63.0,28.0,42.0,87.0,65.0,57.0,64.0,59.0,10.0,66,7.0,61.0,205481
9547,61.0,49.0,69.0,11.0,67.0,72.0,14.0,76.0,47.0,77.0,65.0,73.0,66.0,65.0,62.0,64.0,58.0,64.0,13.0,27,67.0,N. Hasler,36.0,51.0,62.0,62.0,60.0,66.0,72.0,66.0,64.0,65.0,9.0,66,11.0,68.0,206249
9548,61.0,44.0,63.0,6.0,61.0,58.0,15.0,70.0,48.0,77.0,66.0,59.0,59.0,59.0,63.0,65.0,65.0,56.0,10.0,27,52.0,Q. Moll,41.0,53.0,51.0,62.0,65.0,64.0,61.0,70.0,68.0,52.0,16.0,66,15.0,46.0,211881
9552,66.0,57.0,60.0,15.0,65.0,72.0,8.0,59.0,67.0,67.0,64.0,82.0,55.0,68.0,65.0,65.0,74.0,70.0,11.0,28,67.0,M. Rivero,63.0,72.0,66.0,61.0,64.0,74.0,70.0,68.0,65.0,57.0,13.0,66,8.0,78.0,208298
9553,65.0,41.0,78.0,12.0,67.0,65.0,13.0,68.0,42.0,70.0,64.0,59.0,63.0,63.0,67.0,67.0,52.0,59.0,7.0,33,68.0,S. Yamamoto,39.0,45.0,65.0,62.0,63.0,54.0,70.0,69.0,50.0,76.0,7.0,66,10.0,49.0,232874
9554,31.0,66.0,48.0,9.0,67.0,69.0,7.0,57.0,61.0,75.0,34.0,75.0,51.0,64.0,50.0,60.0,70.0,63.0,15.0,25,66.0,J. Biada,66.0,72.0,65.0,36.0,39.0,75.0,75.0,65.0,63.0,48.0,12.0,66,9.0,62.0,223147
9556,54.0,27.0,71.0,16.0,54.0,57.0,11.0,72.0,46.0,70.0,71.0,52.0,56.0,55.0,68.0,78.0,54.0,51.0,8.0,25,48.0,R. Janicki,30.0,33.0,42.0,68.0,64.0,52.0,56.0,66.0,63.0,46.0,12.0,66,14.0,53.0,201132
9560,64.0,58.0,56.0,16.0,63.0,92.0,12.0,75.0,52.0,73.0,33.0,92.0,31.0,49.0,54.0,60.0,62.0,52.0,11.0,31,67.0,M. Marshall,28.0,59.0,60.0,34.0,34.0,90.0,91.0,59.0,55.0,65.0,15.0,66,15.0,64.0,189868
9561,36.0,59.0,21.0,15.0,69.0,86.0,9.0,87.0,55.0,67.0,16.0,88.0,29.0,56.0,48.0,36.0,44.0,63.0,10.0,24,68.0,N. Mohammed,54.0,55.0,55.0,14.0,12.0,87.0,80.0,65.0,59.0,53.0,9.0,66,12.0,63.0,211373
9562,63.0,39.0,74.0,6.0,54.0,73.0,14.0,77.0,29.0,74.0,66.0,67.0,66.0,59.0,60.0,71.0,49.0,46.0,10.0,26,46.0,J. Walsh,44.0,33.0,37.0,64.0,63.0,62.0,66.0,56.0,59.0,60.0,9.0,66,9.0,36.0,163757
9565,20.0,13.0,21.0,63.0,22.0,33.0,69.0,59.0,21.0,34.0,12.0,48.0,18.0,73.0,16.0,68.0,17.0,48.0,60.0,26,14.0,P. Carlgren,9.0,14.0,14.0,13.0,14.0,33.0,43.0,23.0,58.0,13.0,55.0,66,68.0,10.0,216750
9566,62.0,44.0,74.0,13.0,66.0,62.0,6.0,66.0,50.0,71.0,68.0,69.0,57.0,61.0,63.0,69.0,59.0,54.0,7.0,21,57.0,J. Rossiter,36.0,47.0,57.0,66.0,64.0,61.0,71.0,65.0,58.0,44.0,11.0,66,9.0,45.0,221358
